PST;Max TemperatureC;Mean TemperatureC;Min TemperatureC;Dew PointC;MeanDew PointC;Min DewpointC;Max Humidity; Mean Humidity; Min Humidity; Max Sea Level PressurehPa; Mean Sea Level PressurehPa; Min Sea Level PressurehPa; Max VisibilityKm; Mean VisibilityKm; Min VisibilitykM; Max Wind SpeedKm/h; Mean Wind SpeedKm/h; Max Gust SpeedKm/h;Precipitationmm; CloudCover; Events;WindDirDegrees
08/08/2009;24;19;14;16;13;12;87;68;49;1017;1016;1014;16;15;13;37;16;42;0.00;1;;298
09/08/2009;29;22;14;17;13;10;86;59;31;1015;1013;1011;16;16;14;42;16;52;0.00;1;;302
10/08/2009;31;23;15;17;13;11;84;57;29;1015;1014;1012;16;16;14;39;17;47;0.00;1;;298
11/08/2009;23;19;14;18;13;13;93;77;61;1018;1017;1015;16;16;11;40;15;47;0.00;3;;306
12/08/2009;29;22;14;16;13;11;93;65;37;1017;1016;1014;16;16;16;58;20;66;0.00;3;Fog;298
13/08/2009;24;19;14;13;12;10;93;68;43;1016;1015;1014;16;16;16;60;34;72;0.00;2;;284
14/08/2009;20;17;14;12;11;9;80;72;63;1016;1015;1015;16;16;16;56;31;61;0.00;2;;259
15/08/2009;26;19;13;14;11;10;86;63;39;1015;1014;1013;16;16;13;47;14;53;0.00;0;;299
16/08/2009;24;18;13;13;11;11;86;65;43;1014;1013;1011;16;16;14;39;18;47;0.00;1;;303
17/08/2009;20;17;13;12;12;11;93;76;58;1014;1013;1011;16;16;14;42;23;53;0.00;2;;290
18/08/2009;20;17;13;13;12;11;93;78;63;1013;1011;1009;16;16;14;37;19;45;0.00;3;;288
19/08/2009;23;18;14;14;13;12;93;75;57;1012;1011;1010;16;16;13;34;14;39;0.00;4;;310
20/08/2009;22;18;13;13;12;12;86;70;53;1014;1013;1012;16;16;16;39;20;48;0.00;4;;275
21/08/2009;26;20;14;16;13;12;86;67;48;1014;1012;1010;16;16;14;35;15;40;0.00;4;;288
22/08/2009;20;17;14;13;12;12;86;75;63;1013;1012;1011;16;16;14;45;24;52;0.00;4;;288
23/08/2009;20;17;13;12;11;10;86;71;55;1014;1013;1012;16;16;16;50;19;58;0.00;4;;282
24/08/2009;21;16;12;12;11;9;86;71;55;1016;1014;1013;16;16;14;32;13;39;0.00;1;;276
25/08/2009;22;17;12;14;11;10;93;75;57;1016;1015;1014;16;16;14;37;16;45;0.00;2;;255
26/08/2009;21;17;12;13;12;11;93;77;61;1018;1016;1016;16;16;14;40;19;45;0.00;3;Fog;296
27/08/2009;32;22;12;16;12;8;100;64;28;1019;1017;1015;16;14;0;40;16;47;0.00;4;Fog;291
28/08/2009;35;26;16;18;11;3;73;45;16;1015;1014;1013;16;16;16;35;11;40;0.00;6;;310
29/08/2009;32;23;14;19;13;11;80;59;37;1014;1012;1010;16;16;16;48;19;61;0.00;1;;285
30/08/2009;19;16;13;13;12;12;93;78;63;1012;1011;1011;16;16;16;42;25;50;0.00;4;;277
31/08/2009;21;17;13;13;12;12;93;78;63;1014;1013;1012;16;16;16;39;22;45;0.00;6;;270
01/09/2009;23;19;14;14;13;12;86;72;57;1015;1014;1013;16;16;14;42;19;50;0.00;3;;289
02/09/2009;32;24;16;18;12;7;78;50;22;1014;1013;1012;16;16;16;42;14;48;0.00;5;;303
03/09/2009;28;21;14;14;11;9;80;57;33;1015;1014;1014;16;16;16;52;21;63;0.00;1;;286
04/09/2009;21;17;13;12;11;10;86;71;55;1015;1014;1012;16;16;16;45;26;56;0.00;3;;270
05/09/2009;24;19;14;17;14;12;93;77;61;1017;1015;1013;16;16;5;35;21;47;0.00;7;Fog;267
06/09/2009;21;18;14;13;13;12;87;72;57;1019;1018;1016;16;16;16;50;28;60;0.00;2;;278
07/09/2009;22;18;14;12;11;10;86;67;47;1017;1015;1012;16;16;16;53;27;61;0.00;1;;274
08/09/2009;22;17;12;12;12;10;86;70;53;1012;1011;1009;16;16;16;37;17;42;0.00;1;;290
09/09/2009;20;16;12;13;12;11;93;76;59;1016;1014;1012;16;16;14;40;17;48;0.00;2;;292
10/09/2009;29;21;13;17;12;9;93;68;32;1017;1015;1014;16;16;16;32;11;;0.00;2;;303
11/09/2009;27;20;13;14;12;11;87;62;36;1015;1013;1010;16;16;16;39;20;45;0.00;3;Fog;294
12/09/2009;20;18;15;14;13;11;90;81;72;1011;1010;1008;16;16;2;34;19;39;T;7;Rain-Thunderstorm;263
13/09/2009;22;19;16;15;13;11;90;74;57;1012;1010;1009;16;16;13;37;15;42;6.86;7;Rain;198
14/09/2009;22;19;16;15;14;13;97;77;57;1018;1016;1012;16;16;16;37;19;45;0.00;3;;271
15/09/2009;25;19;14;16;14;13;100;77;53;1019;1018;1017;16;16;16;42;17;50;0.00;1;;292
16/09/2009;23;19;14;16;14;13;93;77;61;1019;1017;1015;16;16;16;48;21;60;0.00;3;;286
17/09/2009;26;21;15;17;14;13;90;72;54;1015;1013;1010;16;16;14;39;16;47;0.00;4;;298
18/09/2009;34;26;17;18;14;12;84;56;28;1012;1010;1008;16;16;13;35;11;40;0.00;1;;309
19/09/2009;24;20;15;14;13;12;93;70;46;1015;1014;1012;16;16;16;40;19;48;0.00;2;;291
20/09/2009;27;21;14;17;13;12;87;68;48;1016;1014;1013;16;16;14;40;13;47;0.00;1;;311
21/09/2009;24;19;13;16;13;12;100;75;50;1016;1015;1013;16;16;14;40;18;45;0.00;1;;297
22/09/2009;27;20;13;16;13;12;93;72;50;1016;1014;1013;16;16;16;40;18;48;0.00;1;;297
23/09/2009;19;17;14;13;13;12;93;80;67;1016;1015;1014;16;16;16;47;27;53;0.00;2;;295
24/09/2009;19;16;13;13;12;12;93;78;63;1015;1014;1012;16;16;14;42;21;50;0.00;2;Fog;294
25/09/2009;23;18;12;15;12;10;93;73;53;1015;1013;1012;16;14;6;29;11;35;0.00;3;;286
26/09/2009;32;22;12;18;12;9;86;58;30;1015;1013;1011;16;16;16;34;13;39;0.00;0;;296
27/09/2009;29;22;15;16;13;12;90;64;37;1011;1009;1007;16;15;13;37;17;42;0.00;1;;302
28/09/2009;18;16;14;13;11;9;93;78;63;1011;1010;1008;16;16;16;45;24;53;0.00;5;;267
29/09/2009;19;16;12;11;9;6;83;64;44;1018;1014;1011;16;16;16;64;40;84;0.00;4;;272
30/09/2009;21;16;11;9;6;3;83;57;31;1024;1021;1018;16;16;16;40;14;48;0.00;0;;278
01/10/2009;26;19;11;8;3;-1;62;40;18;1021;1018;1015;16;16;16;37;10;42;0.00;0;;276
02/10/2009;24;18;12;11;8;5;77;56;35;1015;1012;1010;16;16;16;56;21;64;0.00;1;;286
03/10/2009;18;14;11;8;7;5;77;63;48;1010;1008;1005;16;16;14;77;43;95;0.00;2;;273
04/10/2009;17;13;10;8;7;4;80;62;43;1012;1009;1006;16;16;16;53;22;66;0.00;1;;265
05/10/2009;21;15;8;8;6;1;80;53;26;1016;1015;1012;16;16;16;37;11;40;0.00;0;;302
06/10/2009;23;17;9;8;4;2;77;54;31;1015;1014;1012;16;16;16;39;11;47;0.00;0;;276
07/10/2009;22;17;11;11;8;3;83;64;44;1016;1013;1012;16;16;16;27;12;32;0.00;1;;286
08/10/2009;18;14;11;10;9;8;83;70;56;1020;1018;1016;16;16;16;32;14;45;0.00;4;;253
09/10/2009;18;15;11;10;9;8;83;70;56;1020;1017;1015;16;16;16;34;12;39;0.00;4;;274
10/10/2009;17;14;11;9;9;8;83;72;60;1015;1012;1010;16;16;11;37;15;42;0.00;4;;280
11/10/2009;17;14;11;9;8;8;83;74;64;1012;1010;1009;16;16;16;29;12;35;0.00;6;;222
12/10/2009;19;17;14;12;9;8;72;62;52;1009;1007;1004;16;16;16;34;16;39;T;8;Rain;151
13/10/2009;19;17;15;18;15;11;93;80;67;1006;999;995;16;9;2;76;40;100;67.06;8;Rain;171
14/10/2009;23;20;17;17;16;14;93;81;68;1019;1013;1006;16;16;11;32;12;42;1.02;7;Rain;173
15/10/2009;22;20;18;18;17;16;93;86;78;1021;1020;1019;16;16;16;21;8;24;T;5;;8
16/10/2009;25;20;14;17;16;13;100;80;60;1020;1018;1015;16;13;0;34;14;37;0.00;2;Fog;333
17/10/2009;24;19;13;16;14;12;97;83;68;1016;1015;1013;16;16;16;39;18;50;0.00;5;;288
18/10/2009;18;16;14;14;13;12;93;83;72;1016;1015;1014;16;16;16;40;22;47;T;6;Rain;270
19/10/2009;19;17;14;14;13;11;90;79;68;1017;1015;1014;16;15;3;32;11;48;7.11;6;Rain;198
20/10/2009;19;16;13;14;13;12;93;83;73;1018;1017;1016;16;16;14;35;14;42;0.00;5;;304
21/10/2009;19;17;14;14;13;12;93;78;63;1019;1017;1016;16;16;10;40;18;48;0.00;6;;270
22/10/2009;21;17;13;14;13;11;100;82;63;1018;1017;1015;16;15;2;40;12;45;0.00;4;;267
23/10/2009;23;18;13;15;12;11;93;73;53;1019;1017;1016;16;16;16;40;12;47;0.00;2;;296
24/10/2009;23;18;13;16;13;12;100;80;59;1018;1016;1014;16;16;13;42;16;50;0.00;3;;301
25/10/2009;26;19;12;14;11;9;93;66;39;1018;1016;1015;16;16;16;29;8;35;0.00;1;;286
26/10/2009;21;17;13;14;12;9;93;78;63;1020;1017;1016;16;16;14;71;25;84;0.00;4;;277
27/10/2009;18;15;12;8;4;1;67;49;31;1019;1017;1016;16;16;16;45;29;53;0.00;3;;295
28/10/2009;18;15;12;7;2;-1;71;51;30;1020;1019;1017;16;16;16;52;29;63;0.00;1;;319
29/10/2009;20;15;10;11;7;2;86;59;32;1021;1019;1019;16;16;16;37;13;40;0.00;2;;285
30/10/2009;22;17;11;11;9;7;93;67;40;1023;1021;1019;16;16;13;35;11;40;0.00;2;;282
31/10/2009;21;16;11;13;11;10;96;78;59;1023;1021;1019;16;9;0;35;12;39;0.00;5;Fog;228
01/11/2009;23;17;11;14;12;10;100;75;49;1020;1019;1017;16;13;2;24;5;29;0.00;2;;272
02/11/2009;27;20;13;15;12;6;86;56;26;1020;1019;1017;16;16;16;23;4;29;0.00;0;;300
03/11/2009;23;18;12;16;12;8;90;69;48;1017;1015;1013;16;16;16;11;5;13;0.00;0;;321
04/11/2009;19;16;12;11;10;9;86;73;60;1017;1015;1013;16;16;16;37;12;47;0.00;2;;215
05/11/2009;19;17;14;12;11;11;80;69;58;1020;1018;1016;16;16;16;37;15;45;0.00;6;;151
06/11/2009;19;16;13;14;13;11;93;80;67;1020;1019;1017;16;16;14;34;14;40;0.25;6;Rain;227
07/11/2009;18;14;11;10;9;8;89;71;52;1020;1019;1017;16;16;14;35;16;40;0.00;2;;286
08/11/2009;19;14;9;9;7;4;77;61;44;1020;1017;1016;16;16;16;24;8;27;0.00;4;;270
09/11/2009;18;13;8;10;7;5;83;66;48;1021;1019;1017;16;16;16;26;6;32;0.00;5;;282
10/11/2009;17;14;11;11;9;6;86;69;52;1022;1020;1019;16;16;16;29;9;35;0.00;7;;275
11/11/2009;18;15;12;11;10;9;86;73;60;1019;1016;1013;16;16;16;34;14;40;0.00;6;;281
12/11/2009;17;14;11;9;7;5;77;63;48;1015;1014;1013;16;16;16;35;20;40;T;3;Rain;285
13/11/2009;16;12;8;9;6;1;83;63;43;1016;1015;1013;16;16;16;39;17;50;0.00;2;;286
14/11/2009;17;13;9;11;8;3;93;68;43;1022;1020;1017;16;15;8;27;11;34;T;5;Rain;291
15/11/2009;18;12;7;9;6;4;83;63;43;1025;1023;1022;16;16;16;16;6;19;0.00;0;;289
16/11/2009;17;12;7;8;6;2;89;65;40;1024;1022;1020;16;16;16;23;6;27;0.00;1;;259
17/11/2009;18;13;7;11;8;3;83;72;60;1020;1017;1015;16;16;14;40;11;50;T;3;Rain;251
18/11/2009;16;12;8;8;6;2;83;65;47;1022;1021;1019;16;16;16;32;16;37;0.00;1;;297
19/11/2009;15;11;6;8;6;3;93;72;51;1022;1019;1015;16;16;16;26;5;29;0.00;1;;247
20/11/2009;16;12;8;11;8;4;86;75;63;1020;1014;1012;16;14;3;58;20;72;4.57;5;Rain;214
21/11/2009;14;11;7;7;6;4;89;72;55;1022;1020;1019;16;16;16;29;13;42;0.00;3;;293
22/11/2009;16;12;8;11;8;6;89;81;72;1023;1021;1020;16;16;14;27;9;35;T;5;;297
23/11/2009;17;12;6;8;5;1;89;62;34;1025;1023;1021;16;16;16;14;5;19;0.00;0;;311
24/11/2009;19;14;9;8;6;3;77;56;34;1023;1022;1020;16;16;16;16;2;21;0.00;1;;110
25/11/2009;21;14;8;9;7;4;86;62;37;1022;1020;1018;16;16;16;24;5;29;0.00;0;Fog;235
26/11/2009;16;12;7;10;9;6;93;79;64;1020;1019;1017;16;16;14;37;11;40;0.00;4;;305
27/11/2009;14;12;10;12;10;4;96;84;71;1019;1017;1015;16;12;4;39;22;52;0.25;6;Rain;277
28/11/2009;19;14;9;4;1;-3;66;44;22;1017;1015;1014;16;16;16;48;26;58;0.00;0;;319
29/11/2009;21;15;9;2;-1;-4;51;35;18;1019;1017;1016;16;16;16;32;8;35;0.00;0;;130
30/11/2009;17;12;7;9;4;0;77;60;42;1021;1019;1018;16;16;16;13;5;14;0.00;1;;109
01/12/2009;16;11;7;9;7;4;93;79;64;1018;1015;1013;16;14;13;35;10;39;0.00;6;;295
02/12/2009;12;8;4;7;6;3;100;86;71;1017;1016;1014;16;15;13;26;11;29;0.00;5;;280
03/12/2009;13;10;7;8;6;4;92;79;66;1021;1019;1017;16;14;8;27;7;32;0.00;4;;179
04/12/2009;12;9;7;7;7;6;93;82;71;1023;1021;1020;16;9;4;24;9;29;0.00;7;;322
05/12/2009;12;9;6;7;6;4;93;76;59;1019;1014;1012;16;16;16;24;9;27;0.00;4;;263
06/12/2009;11;7;4;6;3;1;89;70;50;1012;1010;1007;16;14;8;34;13;40;8.38;6;Rain;250
07/12/2009;8;6;3;6;1;-3;100;78;55;1012;1007;1005;16;15;6;42;15;47;11.94;5;Rain;310
08/12/2009;9;5;1;2;-1;-2;89;68;46;1022;1019;1012;16;16;16;11;4;13;0.00;3;;183
09/12/2009;8;5;2;2;0;-2;89;71;53;1023;1021;1019;16;16;16;24;11;32;0.00;4;;77
10/12/2009;9;8;6;5;3;1;89;77;65;1019;1016;1014;16;12;5;29;17;34;4.83;8;Rain;75
11/12/2009;13;9;6;11;7;4;100;92;83;1015;1012;1011;16;5;2;26;10;32;10.41;8;Rain;74
12/12/2009;14;10;5;12;11;8;96;87;77;1011;1006;1004;16;13;3;48;22;63;13.97;8;Rain;181
13/12/2009;13;12;11;11;9;7;93;85;77;1019;1013;1005;16;14;6;47;16;63;5.08;8;Rain;232
14/12/2009;13;11;9;10;9;7;100;89;77;1023;1021;1019;16;16;11;13;5;13;0.00;6;;103
15/12/2009;14;12;9;9;7;6;93;77;61;1024;1022;1022;16;16;16;21;6;27;T;6;;129
16/12/2009;13;12;11;11;10;6;100;79;57;1025;1024;1022;16;9;2;21;7;29;1.27;7;Rain;34
17/12/2009;15;13;10;11;9;9;96;82;67;1025;1024;1023;16;16;13;16;6;21;0.00;5;;74
18/12/2009;16;13;9;11;9;8;100;84;67;1025;1022;1020;16;16;10;13;3;14;0.00;4;;68
19/12/2009;13;11;9;10;8;7;100;86;72;1022;1020;1018;11;6;0;24;9;27;0.00;6;Fog;32
20/12/2009;15;12;8;11;9;7;93;85;77;1020;1018;1017;16;10;6;16;6;19;T;6;Rain;78
21/12/2009;14;12;9;12;10;3;93;80;66;1018;1016;1014;16;14;2;56;19;72;3.81;7;Rain;237
22/12/2009;12;10;8;4;2;-2;66;57;48;1021;1018;1015;16;16;16;53;25;66;0.00;1;;305
23/12/2009;12;8;4;4;0;-4;70;56;41;1023;1022;1021;16;16;16;37;7;42;0.00;0;;316
24/12/2009;14;9;4;6;2;-1;79;58;36;1023;1021;1020;16;16;16;21;7;24;0.00;3;;101
25/12/2009;13;9;4;6;3;2;92;73;54;1020;1018;1015;16;16;14;10;3;13;0.00;1;;140
26/12/2009;12;8;5;10;7;3;93;82;71;1019;1017;1015;16;13;4;23;8;29;15.75;7;Rain-Thunderstorm;66
27/12/2009;12;10;8;9;8;7;100;90;80;1023;1021;1018;16;13;8;24;8;27;0.76;6;;31
28/12/2009;11;9;7;8;6;4;92;82;71;1022;1020;1019;16;16;14;27;8;29;0.25;7;Rain;82
29/12/2009;12;8;3;9;6;3;100;86;71;1023;1020;1019;16;15;5;26;6;32;1.02;6;Rain;130
30/12/2009;12;11;9;9;8;7;93;85;77;1027;1023;1019;16;16;13;21;7;24;0.51;7;;36
31/12/2009;13;12;9;9;8;7;93;85;77;1028;1027;1026;16;15;11;19;3;21;0.00;7;;61
01/01/2010;14;12;10;13;11;8;100;92;83;1027;1026;1025;16;13;3;16;5;21;T;8;;93
02/01/2010;13;11;9;12;11;8;100;92;83;1026;1024;1023;16;10;1;19;7;37;0.00;7;Fog;25
03/01/2010;13;11;8;10;8;7;100;89;77;1022;1021;1019;16;16;14;24;8;27;0.00;3;;84
04/01/2010;12;10;8;9;7;6;93;82;71;1022;1021;1020;16;12;6;23;6;24;0.00;5;;106
05/01/2010;16;11;6;9;8;6;100;89;77;1023;1022;1021;16;11;5;24;5;37;0.00;4;;35
06/01/2010;12;10;8;8;7;7;93;85;77;1023;1021;1020;14;9;4;23;7;24;0.00;4;;19
07/01/2010;12;11;10;10;8;7;100;92;83;1022;1020;1019;13;6;2;16;6;19;0.00;5;;8
08/01/2010;12;11;8;8;8;7;93;85;77;1023;1021;1019;16;10;8;23;10;24;T;5;;33
09/01/2010;12;9;7;9;8;7;100;89;77;1024;1023;1022;16;13;8;21;5;23;0.00;5;;131
10/01/2010;11;9;7;9;8;7;100;89;77;1023;1022;1021;16;7;0;14;4;21;0.00;7;Fog;41
11/01/2010;13;11;8;9;8;7;93;85;77;1022;1019;1016;16;13;10;32;7;39;0.00;7;;36
12/01/2010;17;14;12;13;12;9;93;86;78;1019;1016;1011;16;15;8;47;19;60;8.89;8;Rain;146
13/01/2010;16;13;11;13;10;9;93;83;72;1027;1021;1013;16;16;14;47;19;58;0.25;5;Rain;263
14/01/2010;15;11;7;11;8;7;100;86;72;1028;1026;1023;16;9;0;19;2;21;0.00;4;Fog;323
15/01/2010;12;10;8;9;8;7;93;85;77;1023;1020;1016;16;14;10;14;5;16;0.00;6;;55
16/01/2010;14;11;8;12;9;8;93;83;72;1016;1014;1012;16;11;5;19;4;27;T;7;Rain;111
17/01/2010;13;12;11;11;9;8;93;83;72;1013;1010;1007;16;14;5;39;16;52;2.54;8;Rain;180
18/01/2010;14;13;11;11;9;4;93;79;64;1005;998;992;16;13;2;71;29;95;17.53;7;Rain;161
19/01/2010;14;12;10;9;8;6;89;80;71;999;996;995;16;12;1;71;27;97;38.61;7;Rain-Thunderstorm;176
20/01/2010;13;11;9;9;8;6;93;84;74;997;989;986;16;11;1;63;31;82;29.97;8;Rain;172
21/01/2010;11;8;6;7;6;4;93;87;80;991;983;978;16;10;2;42;16;52;25.15;8;Rain-Thunderstorm;38
22/01/2010;9;8;7;7;6;5;93;87;80;1006;997;988;16;15;6;29;12;40;7.37;7;Rain;146
23/01/2010;12;10;7;8;7;6;93;82;71;1022;1016;1007;16;16;14;24;8;37;6.10;5;Rain;129
24/01/2010;12;9;6;8;7;6;93;82;71;1023;1021;1019;16;16;16;27;7;39;0.51;7;Rain;129
25/01/2010;14;12;10;11;9;7;100;86;72;1018;1014;1010;16;15;6;39;14;56;7.11;8;Rain;133
26/01/2010;12;10;8;11;9;8;96;90;83;1016;1013;1010;16;14;5;26;8;29;3.30;7;Rain;64
27/01/2010;12;9;6;10;8;6;100;92;83;1019;1017;1016;16;15;11;24;7;27;0.00;6;;263
28/01/2010;13;11;8;9;8;7;93;83;72;1020;1018;1017;16;14;10;14;4;16;0.00;6;;110
29/01/2010;16;12;8;10;9;7;93;75;57;1017;1016;1014;16;13;6;40;9;48;4.32;7;Rain;177
30/01/2010;14;11;7;9;8;7;100;84;67;1018;1017;1016;16;16;16;23;9;26;0.00;4;;163
31/01/2010;13;11;8;10;8;7;100;92;83;1017;1016;1015;16;16;14;13;5;14;0.00;6;;133
01/02/2010;14;12;8;10;8;6;93;78;62;1015;1014;1012;16;16;16;23;5;24;0.00;7;;31
02/02/2010;13;11;8;10;8;7;89;83;77;1012;1011;1010;16;16;14;19;4;21;T;6;Rain;74
03/02/2010;16;11;7;10;9;6;100;86;72;1012;1011;1009;16;16;13;26;5;29;0.00;5;;306
04/02/2010;15;13;10;12;9;6;100;77;53;1010;1008;1005;16;15;6;47;19;58;9.91;8;Rain;137
05/02/2010;17;13;8;12;9;7;100;83;66;1013;1011;1009;16;14;2;35;11;45;T;7;;157
06/02/2010;14;12;10;10;8;7;89;78;66;1015;1012;1009;16;16;13;40;20;47;4.83;6;Rain;236
07/02/2010;14;12;10;8;7;6;83;72;61;1017;1016;1015;16;16;16;35;20;42;T;3;;285
08/02/2010;13;11;9;8;7;6;86;74;61;1019;1016;1013;16;16;11;24;11;27;1.27;7;Rain;229
09/02/2010;13;11;8;8;7;4;93;76;59;1015;1012;1011;16;15;5;29;14;37;5.08;6;Rain;83
10/02/2010;14;11;8;8;7;6;93;80;66;1022;1019;1015;16;16;13;34;12;39;0.00;6;;251
11/02/2010;15;12;8;9;7;4;93;74;55;1023;1021;1020;16;16;16;24;10;34;T;6;;136
12/02/2010;17;14;11;13;11;9;96;84;72;1024;1023;1022;16;15;6;23;10;27;0.51;7;Rain;155
13/02/2010;16;14;11;13;11;9;100;86;72;1023;1022;1021;16;11;0;23;9;26;T;6;Fog;12
14/02/2010;16;12;9;11;10;8;100;86;72;1024;1022;1021;16;7;0;29;8;35;0.00;5;Fog;16
15/02/2010;17;13;9;12;11;8;100;89;78;1022;1020;1018;16;10;0;40;12;47;0.00;4;Fog;306
16/02/2010;18;14;10;12;11;9;100;86;72;1021;1019;1017;16;8;0;35;10;40;0.00;4;Fog;218
17/02/2010;18;13;8;13;11;8;100;84;67;1017;1016;1013;16;7;0;19;5;23;0.00;4;Fog;298
18/02/2010;14;12;10;11;10;8;100;90;80;1014;1013;1012;16;9;0;26;12;29;0.00;6;Fog;286
19/02/2010;14;12;10;9;8;7;89;78;66;1012;1011;1010;16;16;14;21;8;26;0.00;7;;224
20/02/2010;13;12;10;9;8;4;83;75;66;1014;1013;1012;16;16;16;35;18;42;T;7;;264
21/02/2010;13;12;10;11;9;5;100;80;59;1017;1015;1014;16;11;2;34;12;37;10.41;8;Rain;298
22/02/2010;16;13;9;9;7;0;93;64;35;1023;1021;1017;16;16;14;26;6;29;0.00;6;;311
23/02/2010;13;12;9;11;7;4;93;78;63;1023;1021;1016;16;14;6;42;15;64;17.53;8;Rain;129
24/02/2010;14;13;11;12;11;9;100;89;77;1023;1020;1016;16;13;4;37;15;64;2.03;7;Rain;243
25/02/2010;17;14;10;11;9;8;93;80;67;1024;1022;1019;16;16;16;16;7;21;0.00;6;;18
26/02/2010;16;14;11;13;10;7;93;74;55;1019;1010;1006;16;14;3;56;18;71;13.72;7;Rain;156
27/02/2010;15;13;10;10;9;7;89;78;67;1011;1005;1002;16;16;13;27;14;32;3.30;5;Rain;296
28/02/2010;17;13;8;11;9;8;96;83;69;1018;1015;1011;16;15;13;32;14;37;0.00;5;;269
01/03/2010;15;13;11;11;9;8;89;78;67;1019;1016;1015;16;16;11;40;14;47;T;8;;171
02/03/2010;14;13;11;12;9;7;100;84;67;1015;1014;1013;16;14;6;29;14;35;12.19;6;Rain;181
03/03/2010;14;11;7;10;7;4;96;76;55;1015;1013;1011;16;13;3;53;15;71;22.61;7;Rain;225
04/03/2010;13;9;5;6;5;4;89;72;55;1020;1019;1016;16;16;16;34;13;42;0.00;3;;272
05/03/2010;14;11;7;7;6;4;86;71;55;1019;1015;1012;16;16;16;19;9;23;0.00;7;;78
06/03/2010;18;14;10;10;7;4;89;67;44;1011;1010;1008;16;16;16;24;10;29;0.00;6;;289
07/03/2010;15;13;11;10;8;7;89;80;71;1016;1012;1009;16;16;16;56;28;66;0.00;5;;267
08/03/2010;13;11;8;8;4;1;77;62;46;1022;1019;1016;16;16;16;50;28;64;0.76;5;Rain;277
09/03/2010;13;9;4;8;2;0;79;61;43;1024;1022;1019;16;16;11;52;19;63;0.76;4;Rain;279
10/03/2010;13;11;8;5;3;0;71;57;43;1023;1021;1019;16;16;16;52;20;64;1.52;2;Rain;301
11/03/2010;15;13;11;7;4;-1;89;65;41;1025;1023;1021;16;16;16;23;8;29;0.00;3;;239
12/03/2010;14;12;9;13;8;4;96;80;63;1022;1018;1015;16;12;3;45;15;56;16.26;7;Rain;206
13/03/2010;14;10;6;5;3;2;82;63;43;1025;1023;1021;16;16;16;40;14;50;0.00;1;;300
14/03/2010;17;12;6;7;4;-1;77;55;32;1024;1023;1021;16;16;16;40;12;47;0.00;3;;254
15/03/2010;19;13;7;9;6;3;86;63;39;1024;1023;1022;16;16;16;21;5;32;0.00;4;;334
16/03/2010;19;15;10;12;9;6;89;73;56;1026;1024;1024;16;16;14;37;12;42;0.00;6;;294
17/03/2010;22;17;11;13;9;8;83;68;53;1023;1020;1017;16;16;16;40;14;48;0.00;5;;288
18/03/2010;23;16;9;12;7;-1;89;59;28;1017;1015;1014;16;16;16;32;9;35;0.00;0;;300
19/03/2010;26;19;12;10;4;-2;69;45;20;1019;1017;1015;16;16;16;27;11;34;0.00;1;;124
20/03/2010;17;14;10;11;8;4;89;70;51;1023;1021;1018;16;16;16;39;13;45;0.00;5;;299
21/03/2010;17;13;9;12;9;8;93;80;67;1024;1022;1021;16;16;14;42;16;48;0.00;6;;276
22/03/2010;18;14;10;9;8;8;89;73;56;1022;1019;1016;16;16;14;37;18;42;0.00;1;;281
23/03/2010;22;16;9;9;7;2;93;61;28;1020;1017;1016;16;16;14;37;14;42;0.00;1;;279
24/03/2010;17;13;8;12;8;6;100;79;57;1020;1018;1016;16;15;8;47;16;58;1.02;5;Rain;235
25/03/2010;16;13;9;11;8;6;100;77;53;1024;1022;1019;16;16;16;35;17;40;1.02;5;Rain;246
26/03/2010;17;13;8;7;6;4;86;69;51;1026;1024;1023;16;16;16;29;14;35;0.00;1;;302
27/03/2010;21;14;7;9;6;4;82;58;33;1024;1023;1022;16;16;16;32;9;37;0.00;1;;212
28/03/2010;21;16;9;12;8;3;89;62;34;1024;1023;1022;16;16;16;34;11;37;0.00;5;;285
29/03/2010;17;15;12;13;11;8;86;79;72;1022;1016;1012;16;15;6;37;17;42;1.27;7;Rain;191
30/03/2010;16;13;9;12;8;4;89;68;47;1014;1013;1010;16;15;8;45;27;64;3.81;6;Rain;241
31/03/2010;14;11;7;7;5;2;89;66;43;1013;1012;1010;16;15;5;35;14;42;9.40;6;Rain;204
01/04/2010;14;11;7;7;5;3;92;70;47;1021;1018;1013;16;16;16;45;20;53;T;5;Rain;282
02/04/2010;15;12;9;13;8;4;83;75;66;1021;1019;1016;16;13;2;42;19;53;2.03;6;Rain;233
03/04/2010;14;11;7;5;3;2;77;62;47;1020;1017;1015;16;16;16;35;16;42;0.00;4;;272
04/04/2010;13;11;9;11;7;4;93;80;66;1015;1010;1006;16;13;5;50;20;63;13.46;7;Rain;177
05/04/2010;14;11;8;7;6;3;86;67;47;1024;1016;1009;16;16;14;26;10;35;0.51;4;Rain;239
06/04/2010;17;12;7;7;6;4;89;68;46;1029;1027;1025;16;16;16;40;15;45;0.00;1;;282
07/04/2010;21;14;8;9;7;5;86;64;42;1026;1023;1020;16;16;16;47;16;53;0.00;0;;282
08/04/2010;16;13;9;8;7;6;83;67;51;1021;1018;1015;16;16;13;47;23;56;0.00;1;;263
09/04/2010;21;14;7;8;5;2;86;60;34;1015;1012;1009;16;16;14;32;12;35;0.00;1;;282
10/04/2010;15;13;12;8;7;5;77;64;51;1013;1012;1009;16;16;16;47;24;61;T;7;Rain;189
